key,item
2169,2991
2169,3832
2169,2617
2169,385
2169,2032
2169,311
2169,4099
2169,600
2169,3045
2169,2230
16122,3338
16122,3832
16122,3104
16122,3355
16122,3045
16122,1105
16122,4571
16122,4579
16122,4593
16122,4599
16122,4613
16122,4617
16122,4631
16122,4633
16122,4644
16122,4655
16122,4662
16122,4672
16122,4678
16122,4692
16122,4704
16122,4706
19249,3383
19249,3832
19249,2013
19249,3381
19249,4172
19249,4355
19249,4240
19249,1830
10439,1938
10439,2854
10439,1052
10439,409
10439,160
10439,4574
10439,4584
10439,4588
10439,4598
10439,4607
10439,4618
10439,4632
10439,4639
10439,4645
10439,4655
10439,4661
10439,4670
10439,4678
10439,4687
10439,4704
10439,4713
2542,2991
2542,3832
2542,3327
2542,100
2542,2713
2542,1966
2542,877
2542,4571
2542,4581
2542,4593
2542,4600
2542,4607
2542,4622
2542,4632
2542,4640
2542,4650
2542,4659
2542,4668
2542,4677
2542,4686
2542,4689
2542,4699
2542,4711
7409,2873
7409,2190
7409,3446
7409,4203
7409,2345
7409,512
7409,3866
7409,112
7409,2490
5441,4070
5441,2854
5441,1410
5441,2216
5441,4053
5441,3551
5441,4197
5441,357
5441,4576
5441,4582
5441,4594
5441,4602
5441,4610
5441,4620
5441,4626
5441,4639
5441,4647
5441,4657
5441,4664
5441,4673
5441,4682
5441,4689
5441,4702
5441,4708
9376,3101
9376,2534
9376,4465
9376,3647
9376,2446
9376,2597
9376,3908
9376,2518
16186,3232
16186,706
16186,3104
16186,3355
16186,3110
16186,1878
16186,1105
18987,3383
18987,2703
18987,1976
18987,1308
18987,2304
18987,1729
18987,1035
18987,4577
18987,4587
18987,4595
18987,4604
18987,4607
18987,4617
18987,4628
18987,4636
18987,4648
18987,4654
18987,4663
18987,4673
18987,4680
18987,4689
18987,4699
18987,4708
19699,4076
19699,1326
19699,2703
19699,3381
19699,4172
19699,2578
19699,4240
19699,1830
6965,2095
6965,1851
6965,3917
6965,1976
6965,1586
6965,652
6965,207
6965,1038
15778,2944
15778,2719
15778,886
15778,3381
15778,4172
15778,1830
4043,3100
4043,716
4043,296
4043,803
4043,4014
4043,2005
4043,3411
4043,2981
4043,4576
4043,4586
4043,4592
4043,4604
4043,4609
4043,4622
4043,4630
4043,4635
4043,4646
4043,4658
4043,4666
4043,4676
4043,4685
4043,4690
4043,4698
4043,4710
18708,1938
18708,2719
18708,3446
18708,2032
18708,3110
18708,107
18708,1878
18708,1105
15913,3232
15913,2534
15913,146
15913,1337
15913,395
15913,3895
15913,4565
15913,1470
15913,1525
4497,4070
4497,2854
4497,3601
4497,4203
4497,2870
4497,394
4497,2662
4497,4578
4497,4585
4497,4589
4497,4604
4497,4607
4497,4616
4497,4624
4497,4636
4497,4646
4497,4652
4497,4667
4497,4672
4497,4682
4497,4690
4497,4698
4497,4713
2444,3101
2444,751
2444,3104
2444,633
2444,2262
2444,3818
2444,2177
10379,2991
10379,3832
10379,2014
10379,3818
10379,2960
10379,2317
10379,3045
10379,4571
10379,4583
10379,4596
10379,4599
10379,4608
10379,4618
10379,4630
10379,4634
10379,4643
10379,4651
10379,4662
10379,4670
10379,4678
10379,4689
10379,4700
10379,4709
10280,2991
10280,3832
10280,653
10280,2014
10280,3045
10280,1105
3007,3251
3007,2052
3007,2613
3007,4393
3007,648
3007,3381
3007,2826
3007,2535
3007,823
3007,4578
3007,4582
3007,4594
3007,4603
3007,4610
3007,4618
3007,4628
3007,4637
3007,4646
3007,4656
3007,4663
3007,4674
3007,4679
3007,4690
3007,4701
3007,4708
2174,3383
2174,3832
2174,80
2174,633
2174,107
2174,1878
2174,4573
2174,4582
2174,4593
2174,4598
2174,4612
2174,4617
2174,4631
2174,4637
2174,4642
2174,4654
2174,4660
2174,4674
2174,4683
2174,4693
2174,4703
2174,4713
10946,3383
10946,3832
10946,693
10946,3236
10946,1685
10946,2431
10946,3718
10946,779
10946,4576
10946,4582
10946,4592
10946,4598
10946,4608
10946,4622
10946,4629
10946,4640
10946,4647
10946,4655
10946,4665
10946,4672
10946,4681
10946,4689
10946,4699
10946,4712
21616,1259
21616,1703
21616,1940
21616,3129
21616,307
21616,2787
21616,1177
15526,3442
15526,986
15526,2013
15526,2032
15526,1009
15526,3447
15526,4575
15526,4579
15526,4590
15526,4604
15526,4611
15526,4623
15526,4624
15526,4637
15526,4650
15526,4658
15526,4667
15526,4676
15526,4682
15526,4695
15526,4704
15526,4708
9883,2944
9883,3186
9883,1885
9883,2431
9883,1835
9883,70
9883,3523
7847,700
7847,706
7847,314
7847,633
7847,2723
7847,2208
14395,4070
14395,3650
14395,3327
14395,2894
14395,879
14395,851
14395,2269
14395,4046
14395,4575
14395,4586
14395,4588
14395,4598
14395,4606
14395,4622
14395,4628
14395,4639
14395,4650
14395,4658
14395,4668
14395,4670
14395,4682
14395,4690
14395,4696
14395,4712
19347,3251
19347,633
19347,107
19347,3045
2389,3338
2389,2052
2389,2619
2389,4203
2389,3846
2389,2345
2389,512
2389,3866
2389,4577
2389,4582
2389,4594
2389,4602
2389,4609
2389,4620
2389,4627
2389,4637
2389,4645
2389,4656
2389,4665
2389,4674
2389,4681
2389,4692
2389,4701
2389,4711
15414,3383
15414,3832
15414,1885
15414,1296
15414,1160
15414,735
15414,2236
15414,3874
15414,1683
10435,3293
10435,3186
10435,236
10435,83
10435,4146
10435,1005
10435,3927
10435,221
10435,2222
9794,3383
9794,3832
9794,1167
9794,2032
9794,2852
9794,487
9794,2024
9794,1690
9794,4577
9794,4581
9794,4595
9794,4600
9794,4611
9794,4620
9794,4627
9794,4637
9794,4645
9794,4656
9794,4665
9794,4674
9794,4681
9794,4692
9794,4701
9794,4709
17902,3338
17902,527
17902,1865
17902,3333
17902,1269
5862,3383
5862,3832
5862,1440
5862,2431
5862,2402
5862,3617
5862,1070
5862,202
5862,189
19609,3232
19609,716
19609,4328
19609,3333
19609,2422
19609,3134
19609,805
19609,3684
19609,1984
4563,775
4563,4518
4563,4328
4563,3381
4563,2578
4563,4355
4563,4240
4563,2294
4563,1830
12403,3133
12403,3825
12403,4535
12403,633
12403,1974
12403,2865
12403,1982
17741,2991
17741,3832
17741,2613
17741,3678
17741,622
17741,37
17741,1022
17741,1209
17741,4570
17741,4587
17741,4596
17741,4598
17741,4606
17741,4623
17741,4624
17741,4634
17741,4650
17741,4659
17741,4663
17741,4677
17741,4686
17741,4692
17741,4704
17741,4705
3563,3133
3563,3832
3563,80
3563,1976
3563,4105
3563,1734
3563,49
3563,1038
3563,4576
3563,4586
3563,4591
3563,4604
3563,4606
3563,4619
3563,4629
3563,4636
3563,4648
3563,4657
3563,4666
3563,4675
3563,4682
3563,4689
3563,4698
3563,4711
13667,2991
13667,3832
13667,296
13667,2894
13667,3048
13667,2415
13667,145
13667,3120
13667,4574
13667,4579
13667,4591
13667,4597
13667,4609
13667,4623
13667,4632
13667,4641
13667,4650
13667,4659
13667,4667
13667,4672
13667,4680
13667,4695
13667,4704
13667,4710
20340,3251
20340,3832
20340,2613
20340,937
20340,271
20340,3734
20340,3197
20340,1101
20340,1676
20340,1696
20340,1739
21352,1748
21352,3832
21352,2200
21352,310
21352,1139
21352,3381
21352,4172
21352,559
21352,4355
21352,4376
929,3251
929,2052
929,400
929,336
929,1684
929,3818
929,1878
929,1105
929,4570
929,4584
929,4593
929,4598
929,4610
929,4617
929,4626
929,4640
929,4642
929,4652
929,4666
929,4674
929,4681
929,4694
929,4697
929,4707
17037,2991
17037,3832
17037,1940
17037,4203
17037,2870
17037,4515
17037,394
17037,2662
17037,2698
4639,3383
4639,4147
4639,620
4639,200
4639,803
4639,572
4639,153
19558,2991
19558,3832
19558,1440
19558,1602
19558,1871
14582,3251
14582,3403
14582,4320
14582,336
14582,2032
14582,3818
14582,2608
14582,4259
14582,2202
14582,2796
5239,3232
5239,2895
5239,8
5239,2455
5239,3818
5239,2337
5239,4577
5239,4581
5239,4594
5239,4602
5239,4610
5239,4621
5239,4625
5239,4636
5239,4645
5239,4655
5239,4664
5239,4675
5239,4681
5239,4692
5239,4702
5239,4709
2861,3338
2861,527
2861,1885
2861,2924
2861,1148
2861,4191
2861,2736
2861,3158
21853,3133
21853,3825
21853,3492
21853,3355
21853,3110
21853,3818
21853,107
21853,1105
3519,3133
3519,3832
3519,4283
3519,2032
3519,1844
3519,2898
3519,1192
3519,4577
3519,4584
3519,4591
3519,4599
3519,4614
3519,4623
3519,4629
3519,4641
3519,4650
3519,4657
3519,4661
3519,4672
3519,4686
3519,4694
3519,4697
3519,4705
10761,2944
10761,2547
10761,508
10761,1602
10761,1499
10761,3144
10761,1404
10761,4470
10761,453
3295,3383
3295,3832
3295,2979
3295,3865
3295,77
3295,1145
3295,1874
3295,3818
3295,3045
3295,1105
13857,4076
13857,716
13857,236
13857,874
13857,1685
13857,1145
13857,4545
13857,2393
13857,456
7776,4026
7776,1703
7776,3723
7776,3333
7776,2422
7776,805
7776,1984
7776,373
7776,4577
7776,4579
7776,4590
7776,4605
7776,4607
7776,4618
7776,4629
7776,4637
7776,4644
7776,4653
7776,4662
7776,4676
7776,4679
7776,4690
7776,4700
7776,4713
2822,4477
2822,1960
2822,979
2822,2014
2822,2960
2822,2317
2822,3045
5261,1151
5261,3606
5261,693
5261,1468
5261,2223
5261,648
5261,729
5261,124
5261,3939
5261,3145
5261,3410
5261,796
6884,4026
6884,4518
6884,613
6884,3409
6884,2834
6884,1072
6884,3957
6884,37
6884,4271
6884,1849
6884,1069
2116,3383
2116,3832
2116,3403
2116,1527
2116,1072
2116,68
2116,3381
2116,3877
2116,4355
2116,836
2116,3737
2116,2435
12772,775
12772,2190
12772,653
12772,3333
12772,1984
9937,3133
9937,2052
9937,2374
9937,2032
9937,3818
9937,29
9937,3045
9937,1105
2419,775
2419,716
2419,1440
2419,1296
2419,3581
2419,1528
2419,4570
2419,4585
2419,4592
2419,4605
2419,4610
2419,4623
2419,4631
2419,4636
2419,4649
2419,4654
2419,4660
2419,4677
2419,4686
2419,4695
2419,4698
2419,4705
6874,3383
6874,979
6874,2014
6874,3818
6874,2960
6874,3045
6874,2175
13010,3251
13010,3825
13010,2613
13010,3524
13010,2431
13010,2887
13010,1835
13010,70
13010,509
13010,4575
13010,4582
13010,4593
13010,4600
13010,4610
13010,4618
13010,4627
13010,4637
13010,4646
13010,4657
13010,4665
13010,4676
13010,4683
13010,4692
13010,4699
13010,4711
13328,2991
13328,3832
13328,3403
13328,1001
13328,648
13328,3406
13328,3246
13328,1073
13328,318
13328,4574
13328,4586
13328,4596
13328,4605
13328,4607
13328,4618
13328,4625
13328,4635
13328,4648
13328,4657
13328,4668
13328,4669
13328,4686
13328,4695
13328,4704
13328,4705
19013,4423
19013,716
19013,400
19013,2032
19013,3818
19013,107
19013,1878
19013,3045
19013,1105
19013,4574
19013,4586
19013,4596
19013,4600
19013,4612
19013,4623
19013,4628
19013,4635
19013,4650
19013,4654
19013,4668
19013,4677
19013,4683
19013,4694
19013,4697
19013,4705
13789,2681
13789,2804
13789,2032
13789,595
13789,4578
13789,4579
13789,4591
13789,4605
13789,4612
13789,4616
13789,4625
13789,4636
13789,4645
13789,4659
13789,4668
13789,4669
13789,4686
13789,4693
13789,4704
13789,4708
14105,3442
14105,2190
14105,4465
14105,3333
14105,1724
14105,519
14105,1719
14105,1639
14105,4578
14105,4584
14105,4588
14105,4605
14105,4606
14105,4615
14105,4628
14105,4641
14105,4642
14105,4659
14105,4668
14105,4675
14105,4686
14105,4694
14105,4704
14105,4705
20072,2991
20072,3832
20072,1865
20072,803
20072,3110
20072,36
20072,4485
20072,555
11560,3383
11560,3832
11560,3314
11560,2056
11560,2162
11560,1216
902,2728
902,2895
902,3140
902,1337
902,3818
902,2608
902,3045
902,2796
9054,3293
9054,2534
9054,2613
9054,3524
9054,2241
9054,765
9054,773
9054,3183
9054,4533
9054,1211
9054,248
9054,4577
9054,4586
9054,4588
9054,4599
9054,4607
9054,4621
9054,4627
9054,4640
9054,4648
9054,4657
9054,4666
9054,4669
9054,4681
9054,4693
9054,4698
9054,4713
8682,3133
8682,2979
8682,3471
8682,2032
8682,3497
8682,4224
8682,2202
8682,4571
8682,4587
8682,4596
8682,4599
8682,4606
8682,4623
8682,4631
8682,4636
8682,4650
8682,4653
8682,4662
8682,4676
8682,4686
8682,4693
8682,4699
8682,4713
3179,1080
3179,1703
3179,2936
3179,4179
3179,143
3179,3149
3179,3487
3179,1078
3179,901
3179,33
3179,4574
3179,4587
3179,4596
3179,4605
3179,4606
3179,4615
3179,4625
3179,4636
3179,4650
3179,4655
3179,4668
3179,4669
3179,4686
3179,4695
3179,4701
3179,4707
5876,1259
5876,2895
5876,1081
5876,2032
5876,2099
5876,2855
5876,4361
5876,3629
15444,2873
15444,2320
15444,2424
15444,1580
15444,1771
15444,2032
15444,3445
4209,2991
4209,3832
4209,3314
4209,2632
4209,831
4209,1246
4209,2859
4209,3833
658,3133
658,2052
658,2613
658,4393
658,648
658,633
658,3110
658,1105
658,4570
658,4587
658,4596
658,4600
658,4608
658,4622
658,4624
658,4641
658,4642
658,4653
658,4661
658,4670
658,4678
658,4689
658,4697
658,4706
11091,3338
11091,2979
11091,4045
11091,336
11091,2032
11091,2920
11091,3818
11091,4259
11091,1105
18494,3383
18494,3832
18494,653
18494,2431
18494,3604
18494,4575
18494,4586
18494,4596
18494,4599
18494,4607
18494,4623
18494,4628
18494,4635
18494,4650
18494,4659
18494,4667
18494,4677
18494,4685
18494,4690
18494,4701
18494,4710
7730,2991
7730,3832
7730,2613
7730,3678
7730,1072
7730,2032
7730,3110
7730,856
7730,3045
7730,4577
7730,4581
7730,4595
7730,4600
7730,4611
7730,4620
7730,4627
7730,4638
7730,4644
7730,4656
7730,4664
7730,4674
7730,4681
7730,4691
7730,4701
7730,4709
2670,3383
2670,3688
2670,2431
2670,2493
2670,4576
2670,4584
2670,4590
2670,4602
2670,4612
2670,4617
2670,4628
2670,4639
2670,4650
2670,4657
2670,4667
2670,4671
2670,4682
2670,4688
2670,4697
2670,4712
17874,3383
17874,4465
17874,728
17874,2032
17874,3110
17874,107
17874,1878
17874,4576
17874,4584
17874,4592
17874,4603
17874,4607
17874,4622
17874,4625
17874,4635
17874,4645
17874,4653
17874,4667
17874,4671
17874,4685
17874,4694
17874,4704
17874,4705
1528,1080
1528,3832
1528,4039
1528,803
1528,3889
1528,992
1528,757
1528,4572
1528,4582
1528,4589
1528,4598
1528,4609
1528,4623
1528,4632
1528,4635
1528,4647
1528,4652
1528,4667
1528,4677
1528,4686
1528,4688
1528,4696
1528,4713
11998,3133
11998,1617
11998,2868
11998,4173
11998,2487
11998,3670
11998,4479
12249,1080
12249,979
12249,2014
12249,3818
7056,4070
7056,716
7056,1346
7056,633
7056,3818
7056,107
7056,2177
7056,3045
7056,4378
2690,3383
2690,3832
2690,3591
2690,3438
2690,2174
2690,3511
2690,1017
2690,2529
2690,4257
2690,718
2690,4578
2690,4582
2690,4594
2690,4603
2690,4607
2690,4620
2690,4627
2690,4639
2690,4644
2690,4653
2690,4665
2690,4673
2690,4683
2690,4692
2690,4702
2690,4710
9268,2681
9268,986
9268,1440
9268,3647
10814,1259
10814,706
10814,697
10814,3381
10814,1830
9913,2991
9913,3832
9913,2979
9913,4044
9913,2894
9913,2415
9913,145
9913,3120
9922,2944
9922,3020
9922,3975
9922,633
9922,3110
9922,107
9922,3045
9922,1105
7935,2710
7935,2620
7935,2613
7935,2791
7935,2894
7935,204
7935,393
7935,3120
11398,2835
11398,597
11398,3735
11398,2926
11398,348
11398,640
5117,2991
5117,3832
5117,3327
5117,3381
5117,3890
5117,286
5117,954
5117,3225
20481,3251
20481,2620
20481,3333
20481,805
20481,3684
20481,1984
20481,373
4827,1938
4827,2534
4827,4039
4827,4209
4827,143
4827,3481
4827,2207
4827,1733
5487,3293
5487,3186
5487,3771
5487,3355
5487,3110
5487,3818
5487,107
5487,1878
5487,1105
13682,700
13682,751
13682,400
13682,1684
13682,3110
13682,3818
13682,4576
13682,4580
13682,4594
13682,4600
13682,4610
13682,4621
13682,4628
13682,4637
13682,4643
13682,4654
13682,4663
13682,4674
13682,4681
13682,4690
13682,4699
13682,4710
7517,3383
7517,3832
7517,4147
7517,620
7517,200
7517,803
7517,3675
7517,703
7517,572
7517,3107
7517,4574
7517,4579
7517,4591
7517,4602
7517,4611
7517,4622
7517,4630
7517,4634
7517,4649
7517,4658
7517,4663
7517,4677
7517,4686
7517,4692
7517,4696
7517,4705
1778,3251
1778,236
1778,1444
1778,3683
1778,2974
1778,3021
1778,4578
1778,4580
1778,4595
1778,4600
1778,4609
1778,4618
1778,4626
1778,4638
1778,4644
1778,4656
1778,4665
1778,4675
1778,4680
1778,4691
1778,4701
1778,4710
22392,3133
22392,3825
22392,1885
22392,1337
22392,674
22392,1385
5093,2728
5093,4518
5093,979
5093,3355
5093,3818
5093,107
5093,3045
22073,3338
22073,3179
22073,2703
22073,1602
22073,1590
22073,4575
22073,4586
22073,4588
22073,4597
22073,4612
22073,4622
22073,4628
22073,4637
22073,4643
22073,4651
22073,4661
22073,4670
22073,4681
22073,4690
22073,4704
22073,4713
20345,4477
20345,2320
20345,3140
20345,1337
20345,311
20345,482
20345,3456
18099,2681
18099,2534
18099,613
18099,397
18099,1072
18099,3957
18099,2032
18099,3818
18099,1878
18099,3045
18099,1105
19516,3133
19516,2424
19516,1641
19516,2032
19516,3110
19516,107
19516,1105
16597,3133
16597,3825
16597,3403
16597,2558
16597,1685
16597,2032
16597,3818
16597,107
16597,1878
16597,1105
8717,3133
8717,2052
8717,1885
8717,4142
8717,3931
8717,4037
8717,1455
10766,2991
10766,3832
10766,400
10766,1145
10766,4545
10766,2393
10766,78
10766,456
4001,1151
4001,527
4001,4391
4001,633
4001,1878
4001,1105
16644,1151
16644,2547
16644,2424
16644,288
16644,2924
16644,2244
16644,901
16644,3151
10250,3383
10250,3832
10250,2703
10250,633
10250,107
10250,1878
10250,3045
10250,1105
10250,4571
10250,4584
10250,4596
10250,4600
10250,4606
10250,4621
10250,4631
10250,4641
10250,4643
10250,4651
10250,4666
10250,4671
10250,4681
10250,4693
10250,4697
10250,4711
1031,3442
1031,2320
1031,1865
1031,1973
1031,2926
1031,3818
1031,3404
1031,4578
1031,4579
1031,4596
1031,4602
1031,4611
1031,4618
1031,4626
1031,4636
1031,4646
1031,4657
1031,4663
1031,4673
1031,4680
1031,4692
1031,4702
1031,4709
18760,3383
18760,1617
18760,4205
18760,2032
18760,3818
18760,107
18760,1878
18760,4577
18760,4579
18760,4596
18760,4598
18760,4608
18760,4623
18760,4629
18760,4635
18760,4650
18760,4657
18760,4666
18760,4677
18760,4683
18760,4688
18760,4699
18760,4712
1864,3442
1864,2620
1864,1410
1864,35
1864,1296
1864,4088
1864,3460
10205,3133
10205,979
10205,2014
10205,3818
10205,2960
10205,2317
18471,4195
18471,2320
18471,693
18471,216
18471,1072
18471,2032
18471,107
18471,1105
15299,3442
15299,4193
15299,1440
15299,4160
15299,1807
15299,1201
15299,4389
15299,605
1037,4195
1037,597
1037,1052
1037,2926
1037,3320
1037,1792
1037,3056
1037,4574
1037,4587
1037,4589
1037,4604
1037,4608
1037,4619
1037,4628
1037,4635
1037,4643
1037,4652
1037,4662
1037,4669
1037,4683
1037,4690
1037,4698
1037,4712
7174,1080
7174,1326
7174,1440
7174,2032
7174,22
7174,95
10141,3133
10141,3832
10141,3403
10141,4320
10141,3333
10141,746
10141,2281
11130,3293
11130,4193
11130,3403
11130,4049
11130,1476
11130,1072
11130,3381
11130,4522
11235,4070
11235,3832
11235,3446
11235,2924
11235,3924
11235,1451
11235,4576
11235,4580
11235,4594
11235,4601
11235,4608
11235,4622
11235,4630
11235,4638
11235,4645
11235,4654
11235,4662
11235,4675
11235,4681
11235,4690
11235,4699
11235,4708
2745,2991
2745,3832
2745,3601
2745,1602
2745,128
2745,1092
2745,3776
2745,453
1780,1938
1780,716
1780,3446
1780,1602
1780,311
1780,4571
1780,4587
1780,4595
1780,4597
1780,4613
1780,4615
1780,4631
1780,4634
1780,4642
1780,4657
1780,4663
1780,4672
1780,4679
1780,4692
1780,4704
1780,4713
17132,2991
17132,3832
17132,2013
17132,765
17132,865
17132,2105
17132,2197
17132,4087
17132,4577
17132,4586
17132,4591
17132,4604
17132,4608
17132,4620
17132,4624
17132,4641
17132,4650
17132,4657
17132,4668
17132,4669
17132,4686
17132,4695
17132,4704
17132,4707
3923,4076
3923,986
3923,400
3923,37
3923,3037
3923,866
3923,1240
3923,1209
3923,4573
3923,4585
3923,4596
3923,4603
3923,4608
3923,4623
3923,4627
3923,4636
3923,4650
3923,4659
3923,4668
3923,4677
3923,4684
3923,4693
3923,4699
3923,4711
7699,4070
7699,2719
7699,2992
7699,4160
7699,3046
7699,3640
7699,989
12557,2728
12557,986
12557,1440
12557,2032
12557,3047
12557,3298
12557,3354
12557,4212
12557,3339
20378,2710
20378,1326
20378,2672
20378,3333
20378,2422
20378,3134
20378,805
20378,3684
20378,1984
5049,1080
5049,2620
5049,3939
5049,2332
5049,2566
5049,3244
5049,66
5049,4571
5049,4579
5049,4588
5049,4605
5049,4606
5049,4616
5049,4632
5049,4634
5049,4646
5049,4655
5049,4666
5049,4672
5049,4678
5049,4688
5049,4696
5049,4713
6173,3251
6173,2052
6173,3824
6173,1005
6173,3389
6173,4094
6173,4050
21910,3383
21910,3591
21910,1072
21910,2032
21910,3110
21910,1734
21910,1878
21910,1038
3167,2681
3167,631
3167,1885
3167,143
3167,308
3167,499
7398,861
7398,723
7398,296
7398,1372
7398,3837
7398,2968
11098,3133
11098,3832
11098,3403
11098,366
11098,1948
11098,633
11098,2262
15425,3251
15425,3186
15425,3446
15425,1005
15425,3389
15425,13
15425,2343
15425,4571
15425,4586
15425,4593
15425,4600
15425,4614
15425,4623
15425,4625
15425,4635
15425,4645
15425,4651
15425,4660
15425,4671
15425,4679
15425,4688
15425,4698
15425,4713
12482,3251
12482,80
12482,2056
12482,4500
12482,2586
12482,4462
12482,3160
12482,2112
12482,564
12482,4575
12482,4584
12482,4591
12482,4602
12482,4607
12482,4616
12482,4631
12482,4635
12482,4646
12482,4657
12482,4664
12482,4673
12482,4682
12482,4688
12482,4698
12482,4708
7163,3383
7163,1885
7163,1296
7163,3300
7163,2376
7163,3944
7163,3874
7163,4572
7163,4579
7163,4596
7163,4604
7163,4613
7163,4619
7163,4632
7163,4635
7163,4650
7163,4653
7163,4662
7163,4673
7163,4686
7163,4695
7163,4698
7163,4712
637,1080
637,3832
637,165
637,3333
637,169
637,746
637,387
637,2281
637,1692
637,1816
14067,2944
14067,3825
14067,400
14067,2032
14067,3110
14067,1878
14067,1105
14067,4570
14067,4585
14067,4589
14067,4598
14067,4614
14067,4615
14067,4626
14067,4641
14067,4642
14067,4652
14067,4660
14067,4669
14067,4680
14067,4695
14067,4696
14067,4713
2098,775
2098,4193
2098,165
2098,803
2098,3818
2098,1878
2098,1105
2098,4571
2098,4584
2098,4596
2098,4605
2098,4613
2098,4623
2098,4632
2098,4641
2098,4648
2098,4657
2098,4660
2098,4676
2098,4681
2098,4693
2098,4696
2098,4711
1769,2991
1769,3832
1769,653
1769,803
1769,974
1769,2670
1769,462
1769,4571
1769,4587
1769,4588
1769,4605
1769,4614
1769,4623
1769,4632
1769,4639
1769,4648
1769,4655
1769,4662
1769,4677
1769,4686
1769,4693
1769,4697
1769,4713
18954,1080
18954,527
18954,1440
18954,4160
18954,3079
18954,2752
18954,4578
18954,4584
18954,4596
18954,4605
18954,4614
18954,4618
18954,4632
18954,4635
18954,4646
18954,4659
18954,4660
18954,4670
18954,4686
18954,4687
18954,4696
18954,4711
8368,1938
8368,2895
8368,236
8368,83
8368,1072
8368,803
8368,3818
8368,1878
8368,1105
15744,1748
15744,716
15744,21
15744,1602
15744,311
15744,3671
15744,894
15744,1910
15744,3222
15744,4578
15744,4587
15744,4595
15744,4602
15744,4613
15744,4616
15744,4624
15744,4636
15744,4645
15744,4653
15744,4666
15744,4671
15744,4686
15744,4694
15744,4703
15744,4708
14589,1080
14589,3186
14589,165
14589,721
14589,2056
14589,4500
14589,3160
14589,2112
14589,4572
14589,4584
14589,4591
14589,4600
14589,4608
14589,4615
14589,4631
14589,4639
14589,4648
14589,4655
14589,4666
14589,4670
14589,4680
14589,4689
14589,4696
14589,4712
7343,4423
7343,2719
7343,1167
7343,2431
7343,3718
7343,4118
7343,779
7343,2493
9816,3232
9816,706
9816,1052
9816,2926
9816,4036
9816,1792
9816,4573
9816,4584
9816,4593
9816,4599
9816,4610
9816,4615
9816,4627
9816,4637
9816,4650
9816,4651
9816,4668
9816,4673
9816,4678
9816,4689
9816,4701
9816,4711
264,4026
264,2895
264,1440
264,2032
264,3818
264,107
264,1878
264,3045
264,4571
264,4585
264,4596
264,4605
264,4612
264,4623
264,4625
264,4634
264,4642
264,4653
264,4668
264,4669
264,4681
264,4692
264,4704
264,4708
9550,3101
9550,3020
9550,1029
9550,633
9550,2262
9550,2723
9550,2208
9550,4378
9683,3383
9683,3462
9683,2014
9683,3818
9683,107
9683,3045
9683,1105
9683,4570
9683,4583
9683,4590
9683,4597
9683,4609
9683,4616
9683,4629
9683,4640
9683,4646
9683,4655
9683,4666
9683,4671
9683,4682
9683,4689
9683,4697
9683,4707
731,3399
731,986
731,1076
731,1684
731,3818
731,3045
731,1105
16642,2991
16642,3832
16642,4283
16642,803
16642,1645
16642,3889
16642,2437
16642,4572
16642,4582
16642,4589
16642,4599
16642,4610
16642,4623
16642,4632
16642,4635
16642,4648
16642,4652
16642,4667
16642,4677
16642,4686
16642,4688
16642,4696
16642,4713
16873,3133
16873,2052
16873,4039
16873,633
8065,3251
8065,3832
8065,4391
8065,2431
8065,3551
8065,2711
8065,3718
8065,4118
16177,1080
16177,3824
16177,1145
16177,425
16177,3878
16212,2991
16212,3832
16212,1440
16212,698
16212,694
16212,2136
20062,2991
20062,3832
20062,1440
20062,1296
20062,3215
20062,1993
20062,2729
20062,2131
20062,4578
20062,4584
20062,4590
20062,4599
20062,4614
20062,4623
20062,4631
20062,4636
20062,4650
20062,4659
20062,4667
20062,4677
20062,4686
20062,4690
20062,4696
20062,4707
18753,4070
18753,2534
18753,2613
18753,3678
18753,323
18753,1337
18753,3025
18753,3826
18753,4572
18753,4586
18753,4589
18753,4605
18753,4613
18753,4615
18753,4632
18753,4634
18753,4643
18753,4659
18753,4660
18753,4675
18753,4686
18753,4688
18753,4700
18753,4713
7263,1259
7263,1881
7263,3980
7263,3355
7263,3110
7263,107
7263,1878
7263,3045
7263,4572
7263,4579
7263,4591
7263,4600
7263,4607
7263,4617
7263,4630
7263,4634
7263,4643
7263,4654
7263,4663
7263,4670
7263,4678
7263,4688
7263,4702
7263,4705
945,2991
945,3832
945,1052
945,1602
945,2061
945,3144
945,1404
945,4470
945,453
945,4574
945,4587
945,4589
945,4603
945,4608
945,4618
945,4629
945,4640
945,4643
945,4654
945,4663
945,4669
945,4681
945,4692
945,4698
945,4713
11396,3133
11396,3403
11396,4049
11396,1072
11396,803
11396,376
11396,1330
11396,4111
11396,2674
19671,4070
19671,4287
19671,1896
19671,633
19671,3110
19671,3818
19671,3045
19671,1105
19671,4570
19671,4582
19671,4592
19671,4597
19671,4614
19671,4623
19671,4626
19671,4639
19671,4642
19671,4653
19671,4660
19671,4669
19671,4679
19671,4692
19671,4703
19671,4713
14557,2991
14557,3832
14557,2374
14557,2432
14557,803
14557,3818
14557,1878
14557,3045
14557,1105
14557,4574
14557,4584
14557,4596
14557,4602
14557,4608
14557,4623
14557,4631
14557,4634
14557,4650
14557,4659
14557,4668
14557,4677
14557,4679
14557,4688
14557,4703
14557,4711
21489,1151
21489,2620
21489,697
21489,2032
21489,3110
21489,3818
21489,107
21489,1878
21489,3045
21489,1105
21489,4576
